,Image_id,Text,label_list,object_list
1842,90572.png,"when you have fashfon
showat8 butyou have to be
inauschwitz camp at9
","['Abdomen', 'Waist', 'Skin', 'Thigh', 'Briefs', 'Undergarment', 'Stomach', 'Yellow', 'Navel', 'Trunk']",['Swimwear']
1843,90573.png,"what kind of punch can take out
20 kids and 6 adults?
a sandy hook
","['Finger', 'Hand', 'Arm', 'Skin', 'Thumb', 'Gesture', 'Wrist', 'Joint']",['Person']
1844,90574.png,"iam hungry
let's eat a dog
","['People', 'Product', 'Snapshot', 'Fun', 'Cool', 'Font', 'Photography', 'Photo caption', 'Happy', 'Gesture']","['Person', 'Person', 'Person', 'Person', 'Person', 'Outerwear', 'Top', 'Top']"
1845,90576.png,"malçolmx
military kill
","['Photography', 'White-collar worker']","['Glasses', 'Person', 'Suit']"
1846,90582.png,"worst pijama party
ever
","['Cool', 'Text', 'Cheek', 'Photo caption', 'Child', 'Toddler', 'Human', 'Photography', 'Fun', 'T-shirt']","['Person', 'Top', 'Packaged goods']"
1847,90583.png,"we can kill as many as we want and your stupid government
keeps bringing us in
","['People', 'Facial expression', 'Smile', 'Forehead', 'Facial hair', 'Adaptation', 'Happy', 'Human', 'Font', 'Beard']","['Person', 'Hat', 'Clothing']"
1848,90586.png,"why doesnt mexico have a good athletics team
because anyone that can run or jump
is already on the other side of the wall
","['Photo caption', 'Text', 'Public speaking', 'Font', 'Photography', 'Adaptation', 'Orator', 'Spokesperson', 'Gesture', 'Media']","['Person', 'Tie', 'Suit']"
1849,90587.png,"me: locks the door
every jew.in the
gas chamber
","['Tree', 'Font', 'Adaptation', 'Photography', 'Rock']",[]
1850,90612.png,"perks of being my friend?
you'll be the normal one
","['Joker', 'Supervillain', 'Fictional character', 'Photo caption', 'Font', 'Internet meme', 'Smile', 'Batman']",['Person']
1851,90614.png,"assad: my son exploded better than
yours, lol
hamid:
","['Photo caption', 'Fun', 'Font', 'Photography', 'Team']","['Person', 'Sunglasses', 'Person', 'Clothing', 'Clothing']"
1852,90618.png,"here's a painting
of a handbook for terrorists
",['Advertising'],"['Hat', 'Person', 'Person', 'Scarf']"
1853,90625.png,"foundamieture
Oiyourmother'swomb
","['Child', 'Cheek', 'Text', 'Photo caption', 'Toddler', 'Font', 'Photography', 'Fun', 'Happy', 'Baby']","['Person', 'Clothing']"
1854,90632.png,"what happens when you stay
out in the sun for too long
","['Face', 'Chin', 'Head', 'Nose', 'Cheek', 'Forehead', 'Jaw', 'Adaptation', 'Photo caption']","['Person', 'Bracelet']"
1855,90638.png,"i think if's greatwihen women succeed atwork
'specially considering their disadvantage
","['Social group', 'Team', 'Fashion', 'Event', 'Design', 'Fun', 'Font', 'White-collar worker']","['Pants', 'Pants', 'Pants', 'Pants', 'Pants', 'Person', 'Person', 'Top', 'Top', 'Dress']"
1856,90643.png,"she represents the
new wave of democrats
","['Headgear', 'Public speaking', 'Orator', 'Photo caption', 'Gesture']","['Person', 'Microphone', 'Hat']"
1857,90648.png,"gays
on their way home
after pride weekend
","['Adaptation', 'Human', 'Wildlife', 'Organism', 'Landscape', 'Photo caption', 'Photography', 'Herd']","['Animal', 'Animal', 'Animal', 'Animal', 'Animal', 'Animal']"
1858,90654.png,"when you think its friday
and its only tuesday
","['Photo caption', 'Headgear', 'Turban', 'Font', 'Adaptation', 'Dastar', 'Photography', 'Media']","['Person', 'Hat']"
1859,90657.png,"feeling cute
might write a diary later
","['Hair', 'Eyebrow', 'Hairstyle', 'Chin', 'Smile', 'Forehead', 'Photo caption', 'Photography', 'Happy']","['Clothing', 'Person']"
1860,90673.png,"when you ask the jewish girl
for her number and she
starts rolling up her sleeve
","['Photo caption', 'Photography', 'Gesture', 'Thumb']","['Tie', 'Person', 'Coat']"
1861,90681.png,"that's enough facebook for today
this sammich isn't going to make itself
","['Food', 'Cooking', 'Breakfast', 'Homemaker', 'Kitchen appliance', 'Dish', 'Cuisine', 'Small appliance', 'Baking']","['Person', 'Refrigerator', 'Packaged goods', 'Oven', 'Top', 'Food', 'Food']"
1862,90718.png,"the face you make when white
males have commited the most
terrorist acts on american soil
but you paint every other
group as the problem
","['Photo caption', 'Internet meme', 'Forehead', 'Human', 'Media', 'Font', 'Photography', 'Fictional character']","['Person', 'Tie', 'Clothing']"
1863,90723.png,"every man needs a decent coffee maker
","['Clothing', 'Product', 'Skin', 'Dress', 'Room', 'Shoulder', 'Material property', 'Formal wear', 'Outerwear', 'Sleeve']","['Person', 'Dress', 'Coffeemaker', 'Tableware', 'Coffee cup', 'Cabinetry']"
1864,90725.png,"whats worse than a
female driver?
","['Text', 'Magenta', 'Pink', 'Line', 'Violet', 'Font', 'Graphic design', 'Graphics']","['Person', 'Luggage & bags']"
1865,90728.png,"i hate 3 things:
racism.
sexism
and white men
","['Photo caption', 'Internet meme', 'Blond', 'Photography', 'Font', 'Movie', 'Media', 'Hair coloring', 'Book cover', 'Fictional character']","['Person', 'Top']"
1866,90734.png,"being able to call someone
""GÅST,
""mine""
","['Product', 'Photography', 'Photo caption', 'Crowd', 'Fictional character']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Sunglasses', 'Luggage & bags', 'Person', 'Shirt']"
1867,90742.png,"you gotta:pump those
numbers up
those are rookie
numbers
","['Photo caption', 'Font', 'Photography', 'Talent show']","['Person', 'Clothing']"
1868,90748.png,"oh boy i cant wait to visit notre dame cathedral on april 15th 2019
fuck the french fuck the french bunch of gay cuckholds
","['Landmark', 'Sky', 'World', 'Games', 'Architecture', 'Medieval architecture', 'Strategy video game', 'Adventure game', 'Historic site', 'Screenshot']",['Building']
1869,90752.png,"oh look,
men
","['Barechested', 'Public event', 'Muscle', 'Crowd', 'Event', 'Festival', 'Parade', 'Street', 'Chest']","['Person', 'Person', 'Person', 'Person', 'Person', 'Pants', 'Person', 'Shoe', 'Person', 'Shorts']"
1870,90753.png,"how many likes
for this hero
","['Text', 'Album cover', 'Poster', 'Photo caption', 'Suit', 'Photography', 'White-collar worker', 'Formal wear']","['Person', 'Tie', 'Person']"
1871,90756.png,"obama family photo
","['Event', 'Fashion', 'Performance', 'Talent show', 'Fashion design']","['Person', 'Person', 'Person', 'Dress', 'Person', 'Dress']"
1872,90761.png,"if i have a dollar and you have 20 dollars
then i have 21 dollars
","['Photo caption', 'Gesture', 'Spokesperson', 'Official', 'Businessperson']","['Glasses', 'Tie', 'Person', 'Shirt']"
1873,90768.png,"only in america could these people consider themselves
the ""master race""
MAY s
NAACP
SA
GROUP
","['Event', 'Flag', 'Photo caption']","['Person', 'Person', 'Person', 'Flag', 'Person', 'Flag', 'Person', 'Person', 'Shorts', 'Shorts']"
1874,90786.png,"SO, where did you get all
of this gold elizabeth?
i stole it from africa!!!
","['Photo caption', 'Font', 'Internet meme', 'Photography', 'Headgear', 'Smile', 'Media', 'Plant', 'Happy']","['Hat', 'Person', 'Hat', 'Clothing']"
1875,90814.png,"being able to call someone ""mine""
Leth Eaerik ABenger laarl
","['Human', 'Stock photography', 'Photography', 'Adaptation', 'Sitting', 'History', 'Photo caption']","['Person', 'Person', 'Person', 'Person', 'Luggage & bags', 'Couch']"
1876,90817.png,"RE wendy williams O
BERGI
transvestigation!
drag queen!
","['Hair', 'Face', 'Hairstyle', 'Blond', 'Eyebrow', 'Hair coloring', 'Chin', 'Nose', 'Long hair', 'Forehead']","['Necklace', 'Person', 'Earrings']"
1877,90826.png,"the first rule of deaf club.
nyou nu not nalk amout nef-glub-
","['Photo caption', 'Forehead', 'Hand', 'Finger', 'Font', 'Internet meme', 'Photography', 'Neck', 'Gesture', 'Media']","['Person', 'Person', 'Outerwear', 'Person']"
1878,90827.png,"radical shiite cleric taking aim
","['Tree', 'Photography', 'Hand', 'Plant', 'Selfie', 'Personal protective equipment', 'Photo caption']","['Person', 'Person', 'Hat', 'Luggage & bags', 'Person', 'Hat']"
1879,90834.png,"i'm down
with that
","['Finger', 'Gesture', 'Thumb', 'Sign language', 'Text', 'Arm', 'Hand', 'Thumbs signal', 'Okay', 'T-shirt']","['Top', 'Person']"
1880,90836.png,"when she squirts
out the wrong hole
","['Photo caption', 'Mud', 'Adaptation', 'Human', 'Organism', 'Internet meme', 'Photography', 'Fictional character']","['Animal', 'Sculpture']"
1881,90842.png,"what in the f'ck is almond milk?
it's milk!
show me the tit on an almond
","['Product', 'Eyewear', 'Font', 'Media', 'Cool', 'Photography', 'Advertising', 'White-collar worker', 'Brand', 'Gesture']","['Hat', 'Person', 'Person', 'Person', 'Person', 'Suit', 'Glasses', 'Glasses', 'Clothing']"
1882,90843.png,"time to put the ""panic""
(MILD
DIABLO
SY MOM
TACO
FIRE!
back in hispanic
roce
DOU
","['Dish', 'Food', 'Cuisine', 'Ingredient', 'Quesadilla', 'Meal', 'Finger food', 'Fast food', 'Produce', 'Recipe']","['Food', 'Packaged goods', 'Food', 'Food']"
1883,90845.png,"feeling bored, might attack
a mosque later lol
","['Facial hair', 'Beard', 'Sitting', 'Black-and-white', 'Photography', 'Monochrome', 'Font', 'Hand', 'Monochrome photography', 'Portrait']","['Person', 'Pants']"
1884,90846.png,"white people
is this a shooting range
","['Wildlife', 'Herd', 'Deer', 'Nature', 'Elk', 'Terrestrial animal', 'Antler', 'Wilderness', 'Grassland', 'Adaptation']","['Deer', 'Deer', 'Deer', 'Deer', 'Deer', 'Deer', 'Animal', 'Animal']"
1885,90847.png,"""i say, we knock off trump and
then, go after pence. we have
the power."" - maxine waters 9/17/2018
yes, she actually said this
and then blames president
trump for inciting violence
","['Text', 'Photo caption', 'Internet meme', 'Font', 'Adaptation', 'Photography', 'Job', 'Media', 'Fictional character', 'Gesture']","['Person', 'Person', 'Clothing']"
1886,90856.png,"hunting
the most expensive way to
get free food
","['Wilderness', 'Adaptation', 'Forest', 'Woodland', 'Tree', 'Wildlife', 'Organism', 'Soil', 'Plant', 'Recreation']","['Person', 'Animal', 'Animal', 'Clothing']"
1887,90861.png,"well look atyou
i've never
fingered a potato
","['People', 'Pope', 'Community', 'Photo caption', 'Event', 'Font', 'Photography', 'Internet meme', 'Crowd', 'Media']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person']"
1888,90864.png,"rice cooker now
versus in 1945
","['Lid', 'Product', 'Food storage containers', 'Cookware and bakeware', 'Wood stain', 'Crock', 'Wood', 'Food', 'Tableware', 'Dish']","['Packaged goods', 'Tableware']"
1889,90875.png,"so obama imports 70,000 somali immigrants
and parks them in minnesota, where almost
all cluster in a single area,specifically the
fifth congressional district.
U.S.
that district recently was identified by the fbi as america's
terrorist recruitment capital, and is represented by ilhan
omar, who is calling for dissolution of america's
homeland security. are you connecting the dots yet?
","['Forehead', 'Headgear', 'Photo caption', 'Turban', 'Dastar']","['Person', 'Hat', 'Clothing', 'Microphone']"
1890,91024.png,"they want this not because they love you
they need to mix breed to preserve their species
","['Snapshot', 'Interaction', 'Photography', 'Headgear', 'Photo caption', 'Happy', 'Street', 'Child', 'Hug', 'Cap']","['Hat', 'Person', 'Top', 'Top', 'Person']"
1891,91026.png,"00
during a speed.chase
SHOOTERS
F 光車行
BAR
715
TO RPET
SPECE LISTS
3007
SHO TERS
LNKS
GENGIS
RIVE
CV BOOTS/JOoINTSO
DRIVESHAFTS
WHEEL BEARINGS
B00 CV INT
Ph. 827 0055
NEW TNY TYRES
&CE
827 4749
RS
Sale
arking
which song are you
blasting in your car ?
","['Motor vehicle', 'Mode of transport', 'Traffic', 'Vehicle', 'Transport', 'Traffic congestion', 'Car', 'Advertising', 'Thoroughfare', 'Lane']","['Car', 'Car', 'Car', 'Car', 'Car', 'Car', 'Car']"
1892,91027.png,"""islam is love!""
-artana grande
OF
yeah. if you're a goat
","['Text', 'Pink', 'Photo caption', 'Photography', 'Leg', 'Font', 'Mouth', 'Smile', 'Magenta']","['Person', 'Person', 'Dress', 'Shoe']"
1893,91034.png,"the closest ive come to murder
is holding oreos under the
milk until the bubbling stops,
","['Oreo', 'Food', 'Dessert', 'Cookie', 'Cookies and crackers', 'Caffeine', 'Snack', 'Finger food', 'Milk', 'Cuisine']","['Food', 'Milk']"
1894,91036.png,"hello, meme police
CIM
i've been robbed
","['Photo caption', 'Job', 'Desk', 'Adaptation', 'Furniture', 'Employment', 'Photography', 'Learning', 'Sitting', 'Output device']","['Person', 'Sculpture']"
1895,91037.png,"i dont always post
offensive memes
but when i do,
i do it like a champ.
","['Forehead', 'Facial hair', 'Text', 'Chin', 'Nose', 'Photo caption', 'Internet meme', 'Beard', 'Moustache', 'Media']","['Person', 'Tie', 'Clothing']"
1896,91042.png,"hahaha good one let's
burn 6 million to celebrate
","['Photograph', 'Photo caption', 'Photography', 'Font']","['Person', 'Suit']"
1897,91045.png,"WOmen are like
monkeyS
they don't let go of one
branch uIntil they have a
firm grip on the next.
","['Primate', 'Gibbon', 'Organism', 'Common chimpanzee', 'Photo caption', 'Siamang', 'Terrestrial animal', 'Nature reserve', 'Adaptation', 'Human']",[]
1898,91052.png,"life-is hard
it's harder when you're stupid
","['Photo caption', 'Font', 'Abaya', 'Photography', 'Jeans', 'Sportswear']","['Outerwear', 'Outerwear', 'Outerwear', 'Outerwear', 'Pants', 'Person']"
1899,91056.png,"ernie leaves letter clues about
what type of minority is
locked in his oven
","['Animated cartoon', 'Animation', 'Cartoon', 'Photo caption', 'Media', 'Font', 'Photography', 'Toy', 'Organism', 'Adaptation']",['Animal']
1900,91058.png,"get in loser
we're.invading poland
68
","['Motor vehicle', 'Vintage car', 'Vehicle', 'Car', 'Classic car', 'Classic', 'Family car']","['Person', 'Person', 'Person', 'Person', 'Wheel', 'Person', 'Clothing', 'Clothing', 'Clothing', 'Clothing']"
1901,91063.png,"would ya look atthat-this dryer
三OCE
comes with a free dishwasher
","['Home appliance', 'Cooktop', 'Major appliance', 'Clothes dryer', 'Laundry']","['Home appliance', 'Home appliance']"
1902,91064.png,"if you invite the
snake in
don't cry when it bites
vote trump or don't cry later
","['Face', 'Facial expression', 'Forehead', 'Eyebrow', 'Nose', 'Skin', 'Head', 'Text', 'Photo caption', 'Eye']",['Hat']
1903,91065.png,"that's why we bomb you
","['Facial hair', 'Beard', 'Moustache', 'Forehead', 'Photo caption']",['Person']
1904,91072.png,"remeber when you could offend
everyone
and we all juşt
laughed at ourselves?
","['Landscape', 'Photo caption', 'Wrangler', 'Font', 'Adaptation', 'Ranch', 'Horse', 'Riding instructor', 'Happy']","['Person', 'Person', 'Sun hat', 'Sun hat', 'Horse', 'Shirt', 'Shirt', 'Animal']"
1905,91075.png,"when you stop burning jews
andistart burning calories
","['Team', 'Footwear', 'Photo caption', 'Photography', 'Crew']","['Footwear', 'Person', 'Person', 'Person', 'Person', 'Clothing', 'Person', 'Clothing', 'Footwear', 'Person']"
1906,91082.png,"i was banging a retarded girl and
she wouldn't let me cum in her mouth
so i came on the window and
let nature také its course
","['Photo caption', 'Text', 'Internet meme', 'Font', 'Photography', 'Media', 'Adaptation', 'Smile', 'Child']","['Person', 'Clothing']"
1907,91083.png,"a muslim walks into a gay bar
bartender: what will it be?
muslim:free shots for everyone!
","['Junk food', 'Meal', 'Eating', 'Food', 'Brunch', 'Breakfast', 'Comfort food', 'Fast food', ""Kids' meal"", 'Lunch']","['Tableware', 'Person', 'Tableware', 'Person', 'Person', 'Tableware', 'Tableware', 'Tableware', 'Food', 'Tableware']"
1908,91208.png,"about to wait
in line at the dmv
before school
","['Facial hair', 'Beard', 'Forehead', 'Photo caption', 'Moustache', 'Internet meme', 'Photography']",['Person']
1909,91234.png,"we'll kill you over some trivial shit
JUSTICE 4
ERIC GARNER
then fucking mock your dying words
","['People', 'Protest', 'Rebellion', 'Public event', 'Event', 'Demonstration', 'Photo caption', 'Crowd', 'Social work']","['Person', 'Person', 'Person', 'Person', 'Person', 'Hat', 'Clothing', 'Hat', 'Luggage & bags']"
1910,91236.png,"turn your dishwasher
into a snow remover
","['Snow', 'Snow blower', 'Winter', 'Winter storm', 'Outdoor power equipment', 'Tool', 'Vehicle', 'Geological phenomenon', 'Power tool', 'Tree']","['Tire', 'Pants', 'Person', 'Tire', 'Outerwear', 'Footwear']"
1911,91240.png,"if you see something,
say something
my wife has a dick
","['Internet meme', 'Photo caption', 'Media', 'Fictional character', 'Movie']","['Person', 'Person', 'Person', 'Person', 'Outerwear', 'Outerwear', 'Flag']"
1912,91245.png,"most people are just mediocre
minded cowardly conformists
because its comfortable & simple
HIRE
i'm not one
of those people
","['Wildlife', 'Lion', 'Terrestrial animal', 'Roar', 'Facial expression', 'Felidae', 'Photo caption', 'Masai lion', 'Organism', 'Adaptation']",['Lion']
1913,91260.png,"welcome to melbourne
have a nice day
","['Mode of transport', 'Transport', 'Motor vehicle', 'Vehicle', 'Passenger', 'Tourism', 'Bus', 'Photo caption', 'Travel', 'Military']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person']"
1914,91268.png,"can afford to travel from romania to london
still picks your pocket
","['Bird', 'Wing', 'Beak', 'Crow-like bird', 'Eurasian magpie', 'Perching bird', 'Crow', 'Hummingbird', 'Photo caption', 'Tail']",['Bird']
1915,91270.png,"meanwhile
at the isis strip club
","['Facial expression', 'People', 'Nose', 'Smile', 'Human', 'Adaptation', 'Friendship', 'Photography', 'Photo caption', 'Headgear']","['Hat', 'Hat', 'Person', 'Person', 'Animal', 'Animal', 'Animal', 'Animal', 'Animal', 'Hat']"
1916,91273.png,"pro taliban supporters at a rally
","['Facial hair', 'Facial expression', 'Beard', 'Photo caption', 'Human', 'Mouth', 'Fun', 'Smile', 'Photography', 'Moustache']","['Person', 'Person', 'Hat', 'Hat', 'Person', 'Person', 'Person', 'Hat', 'Person', 'Clothing']"
1917,91275.png,"wait, mohammad come back! didn't mean to laugh,
really size doesn't matter to me
","['Goats', 'Pasture', 'Goat', 'Livestock', 'Cow-goat family', 'Bovine', 'Adaptation', 'Organism', 'Grass', 'Snout']",['Goat']
1918,91276.png,"grab her by the.
nevermind
","['Sky', 'Parachuting', 'Tandem skydiving', 'Air sports', 'Friendship', 'Parachute', 'Fun', 'Extreme sport', 'Happy', 'Windsports']","['Helmet', 'Person']"
1919,91283.png,"we want sharia law!
well. go home
","['People', 'Product', 'Fan', 'Crowd', 'Cheering', 'Youth', 'Community', 'Audience', 'Photo caption', 'Event']","['Person', 'Person', 'Person', 'Person', 'Person', 'Clothing', 'Person']"
1920,91284.png,"which is more important
length or girth?
turns out its consent.
","['Text', 'Photo caption', 'Font', 'Photography', 'Black-and-white', 'Human', 'Organism', 'Darkness', 'Adaptation', 'Love']",['Person']
1921,91286.png,"nice watch
it must have cost an arm and a leg
","['Clock', 'Gear', 'Groupset', 'Crankset', 'Font', 'Bicycle part', 'Bicycle drivetrain part', 'Metal']",['Clock']
1922,91308.png,"best part of fucking twenty-nine year olds?
there's twenty of them
","['People', 'Social group', 'Event', 'Youth', 'Friendship', 'Fun', 'Photo caption', 'Party', 'Photography', 'Font']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person']"
1923,91320.png,"well look at you
i've never fingered a potato
","['Pope', 'People', 'Event', 'Community', 'Crowd', 'Photo caption', 'Audience', 'Photography', 'Job']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person']"
1924,91340.png,"this nigga so black they had to
change his background white
","['Hair', 'Face', 'Chin', 'Forehead', 'Head', 'Nose', 'Hairstyle', 'Human', 'Neck', 'Muscle']","['Person', 'Clothing', 'Top']"
1925,91345.png,"when an indian man marries
he scratches the dot off
his wife's forehead to see if
he's won a gas station, a motel,
or a subway restaurant
","['Magazine', 'Fun', 'Smile', 'Photography', 'Photo caption', 'Publication', 'Media']","['Person', 'Person', 'Hat']"
1926,91348.png,"yo dawg
you gotta chil
","['Facial expression', 'Forehead', 'Internet meme', 'Photo caption', 'Cool', 'Media', 'Smile', 'Photography']","['Necklace', 'Person', 'Microphone']"
1927,91356.png,"women are like volcanoes.
both stay calm for extended
periods of time before
ČMploding and killing
everything in their path
then, they re calm, again
","['Text', 'Photo caption', 'Internet meme', 'Hand', 'Font', 'Photography', 'Fictional character']","['Person', 'Luggage & bags']"
1928,91358.png,"everywhere: eats
afrića:
""we don't do that here""
%3D
","['Performance', 'Footwear', 'Music artist', 'Event', 'Talent show', 'Electric blue', 'Photo caption', 'Performing arts', 'Suit', 'Shoe']","['Pants', 'Outerwear', 'Person', 'Footwear', 'Shoe', 'Footwear', 'Hat', 'Shoe']"
1929,91367.png,"are all terrorists muslim?
no, some are democrats
","['Text', 'Photo caption', 'Friendship', 'Sitting', 'Adaptation', 'Conversation', 'Tree', 'Photography', 'Happy', 'Landscape']","['Person', 'Pants', 'Pants', 'Person', 'Top', 'Top', 'Jeans']"
1930,91372.png,"when you're muslim
but you have oil
","['Event', 'Photo caption']","['Tie', 'Person', 'Person', 'Flag']"
1931,91374.png,"you don't always have to be so manly
","['People', 'Event', 'Photo caption', 'Team', 'Photography', 'Crowd']","['Person', 'Person', 'Person', 'Clothing', 'Hat']"
1932,91375.png,"bank took your house?
that must betough
","['People', 'Tribal chief', 'Human', 'Photo caption', 'Adaptation', 'Photography']","['Hat', 'Person', 'Clothing']"
1933,91385.png,"you can tell the gender of
an ant by throwing it in water
if it sinks= girl ant.if
it floats=buoyant
","['Text', 'Adaptation', 'Photo caption', 'Organism', 'Font', 'Water bird', 'Photography', 'Bird']","['Insect', 'Animal', 'Moths and butterflies']"
1934,91402.png,"all i'm saying is, oyedepo can't
be ""dangerously wealthy"".
.....
if he didn't have a pack of
""dangerously stupid"" followers
","['Photo caption', 'Microphone', 'Facial hair', 'Music artist', 'Beard', 'Song', 'Singing', 'Photography', 'Singer', 'Font']","['Watch', 'Microphone', 'Person', 'Clothing']"
1935,91405.png,"wears rag on her head
so her brother husband
doesnt want to molest her
","['Facial expression', 'People', 'Photo caption', 'Adaptation', 'Human', 'Internet meme', 'Photography', 'Child', 'Smile']",['Person']
1936,91423.png,"jesus, how come no one likes me?
because you're black.
now, go away, little niglet
","['People in nature', 'Text', 'Adaptation', 'Friendship', 'Grass family', 'Morning', 'Organism', 'Photo caption', 'Grass', 'Happy']","['Person', 'Person', 'Clothing']"
1937,91428.png,"when she got a big booty
butshe sclassy
","['Cartoon', 'Line art', 'Illustration', 'Human', 'Drawing', 'Sketch', 'Poster', 'Fictional character', 'Art', 'Figure drawing']",['Person']
1938,91430.png,"one does not simply
become vladimir poot
","['Event', 'News', 'Spokesperson', 'Businessperson', 'Job', 'Photo caption', 'News conference', 'Management', 'Official', 'Media']","['Tie', 'Person', 'Person', 'Person', 'Packaged goods']"
1939,91432.png,"ever wonder if asians
make fun of caucasians?
""look at me, i have peripherar
Vision. i speak engrish""
","['Skin', 'Nose', 'Forehead', 'Text', 'Eyewear', 'Eye', 'Glasses', 'Ear', 'Photo caption', 'Organism']",['Person']
1940,91436.png,"either this works
or i'm screwed
","['Text', 'Alcohol', 'Photo caption', 'Hand', 'Font', 'Finger', 'Drink', 'Human', 'Organism', 'Photography']","['Tableware', 'Drink', 'Person']"
1941,91453.png,"oh look someone's
returning a broken sandwich
maker to walmart
","['Product', 'Text', 'Wall', 'Hand', 'Joint', 'Finger', 'Furniture', 'Wood', 'Table', 'Photo caption']","['Packaged goods', 'Person']"
1942,91457.png,"it's a simple grammar question leeroy!
""what cames at the end of a sentence?""
parole ?
","['Product', 'Text', 'Learning', 'Job', 'Team', 'Font', 'Photo caption', 'Adaptation', 'Photography', 'Collaboration']","['Person', 'Person', 'Person', 'Clothing']"
1943,91462.png,"it is easier to pick
fights with black women
thamtorchallenge
white men
","['Product', 'Adaptation', 'Photo caption', 'History', 'Team']","['Person', 'Person', 'Person', 'Person', 'Person', 'Glasses']"
1944,91468.png,"you want a whore? buy one.
you want a queen? earn her.
you want a nickel bag?
fifteen bucks, little man.
","['Architecture', 'Fur', 'History', 'Photo caption']","['Hat', 'Person', 'Person']"
1945,91476.png,"when the autistic black kid start
giving the n word pass to everyone
this will be the end of wakanda
","['Fictional character', 'Photo caption', 'Suit actor', 'Superhero', 'Hero', 'Supervillain']","['Person', 'Glove', 'Glove', 'Scarf', 'Person']"
1946,91482.png,"i hope one day
people will understand
that english is a language.
not a measure of
intelligence
AM
","['Photo caption', 'Human', 'Forehead', 'Internet meme', 'Finger', 'Adaptation', 'Hand', 'Smile', 'Wrinkle', 'Gesture']","['Person', 'Clothing']"
1947,91483.png,"i've been ridden more
times than the trump train i can run for president now
","['Spokesperson', 'Smile', 'Television presenter', 'Gesture', 'Photography', 'Laugh', 'Photo caption']","['Person', 'Necklace']"
1948,91486.png,"liberal logic 101
muslim
kills a dozen ""infidels""
Ccricket noisel
christian
mentions god in public
shoving his religion down our throats
","['Text', 'Font', 'Hand', 'Photo caption', 'Pray', 'Photography', 'Finger', 'Nail', 'Advertising', 'Love']",[]
1949,91526.png,"what we did to black people is pretty fucked up
most of 'em still can't even read
","['Motor vehicle', 'Vehicle', 'Car', 'Classic', 'Photography', 'Smile', 'Vehicle door', 'Family car', 'Flash photography', 'Photo caption']","['Jeans', 'Person', 'Top', 'Car', 'Window']"
1950,91527.png,"ain't no şandwich
when she's gone
","['Event', 'Performance', 'Font', 'Music artist', 'Speech', 'Media', 'Music', 'News', 'Photo caption']","['Person', 'Guitar', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Clothing', 'Person']"
1951,91530.png,"when the whole squad roasts the jewish kid
","['Face', 'Hair', 'Skin', 'Facial expression', 'Nose', 'Lip', 'Eyebrow', 'Beauty', 'Text', 'Cheek']","['Person', 'Clothing']"
1952,91536.png,"this man took
出
millions of lives
","['Album cover', 'Photo caption', 'Font', 'Photography', 'Poster']","['Person', 'Coat', 'Tie']"
1953,91537.png,"gaypeople: sex is so
care-free. we cant get pregnant!
aids:
","['Text', 'Photo caption', 'Font', 'Eyelash']",['Person']
1954,91540.png,"alwaysa nice feeling
to wear nicely washed pants
","['Blue', 'Turquoise', 'Teal', 'Azure', 'Denim', 'Jeans', 'Electric blue', 'Textile', 'Neck', 'Pattern']","['Scarf', 'Top', 'Person', 'Jeans']"
1955,91547.png,"cheers to all the people
who can change their minds
when presented with, information
that contradicts their bėliefs
","['Hair', 'Photo caption', 'Blond', 'Hairstyle', 'Beauty', 'Text', 'Smile', 'Hair coloring', 'Album cover', 'Happy']","['Person', 'Packaged goods', 'Drink', 'Clothing']"
1956,91562.png,"meanwhile at the isis strip club
","['People', 'Facial expression', 'Head', 'Smile', 'Nose', 'Human', 'Friendship', 'Team', 'Headgear', 'Adaptation']","['Hat', 'Hat', 'Person', 'Person', 'Animal', 'Animal', 'Animal', 'Animal', 'Animal', 'Hat']"
1957,91563.png,"when a crackhead ask for
money for food and you
hand them a cheeseburger
bitch
","['Photo caption', 'Arm', 'Internet meme', 'Leg', 'Advertising', 'Movie']","['Person', 'Swimwear']"
1958,91574.png,"i don't like
the term ""rape""
00
i prefer ""cuddle
with a struggle""
","['Three-toed sloth', 'Sloth', 'Two-toed sloth', 'Photo caption', 'Adaptation', 'Internet meme', 'Terrestrial animal', 'Snout', 'Organism', 'Humour']",['Animal']
1959,91584.png,"coffee
is ready
","['Text', 'Font', 'Morning', 'Tree', 'Photo caption', 'Adaptation', 'Running', 'Fun', 'Adventure game', 'Recreation']","['Person', 'Pants']"
1960,91586.png,"left the kitchen
too many times
","['Face', 'Forehead', 'Eyebrow', 'Cheek', 'Chin', 'Nose', 'Photo caption', 'Head', 'Text', 'Internet meme']","['Person', 'Clothing']"
1961,91602.png,"upper
downer
","['Product', 'Jeans', 'Shoulder', 'Denim', 'Footwear', 'Outerwear', 'Sleeve', 'Jacket', 'Neck', 'Beige']","['Pants', 'Person', 'Outerwear', 'Shoe', 'Luggage & bags', 'Person']"
