,index,Image_id,Hate_label,FB_text,google_raw_text,label_list,object_list,Semi_cleaned_text,Sarcasm_label,Category
3609,5881,04156.png,0,me after i take that first sip of mcdonald's sprite kwispy,"me after i take that first sip of mcdonald's
sprite
kwispy
","['Forehead', 'Chin', 'Photo caption', 'Nose', 'Internet meme', 'Cheek', 'Jaw', 'Mouth', 'Human', 'Font']","['Tie', 'Person']",me after i take that first sip of mcdonald s sprite k wispy,1,5
3610,5883,79043.png,0,"""you wouldn't stop me if i was a polar bear.""","""you wouldn't stop me if i was a polar
bear.""
","['Mammal', 'Vertebrate', 'Polar bear', 'Terrestrial animal', 'Bear', 'Adaptation', 'Photo caption', 'Nose', 'Polar bear', 'Organism']","['Polar bear', 'Polar bear']",you would not stop me if i wa a polar bear,1,5
3611,5884,76840.png,1,"islam ""i will instill terror into the hearts of the un believers: smite ye above their necks and smite all their finger-tips off."" quran 8:12","islam
""iwill instill terror into the hearts of the un believers: smite ye
above their necks and smite all their finger-tips off."" quran 8:12
","['Photograph', 'Light', 'Text', 'Snapshot', 'Photo caption', 'Darkness', 'Photography', 'Font', 'Line', 'Fun']","['Person', 'Person', 'Jeans']",islam i will in still terror into the heart of the unbeliever smite ye above their neck and smite all their fingertip off quran,0,2
3612,5885,74805.png,1,"nice watch you got there david thanks, my dad sold it to me before he passed","nice watch you-gotthere david
thanks, my-dad sold it to me
before he passed
","['Job', 'Photo caption', 'Font', 'Conversation', 'Window', 'Employment']","['Belt', 'Belt', 'Person', 'Person', 'Top', 'Top', 'Jeans', 'Hat', 'Pants']",nice watch you got there david thanks my dad sold it to me before he passed,1,5
3613,5886,76843.png,1,no nut november champion,"no nut november champion
","['Product', 'Text', 'Job', 'White-collar worker', 'Technology', 'Sitting', 'Footwear', 'Electronic device', 'Laptop', 'Desk']","['Laptop', 'Person', 'Tableware', 'Table top', 'Houseplant']",no nut november champion,1,5
3614,5888,13697.png,0,how chevy owners say hi to each other,"how chevy owners
say hi to each other
","['Eating', 'Nose', 'Organ', 'Mouth', 'Biting', 'Jaw', 'Food', 'Food craving', 'Tooth', 'Neck']","['Person', 'Person', 'Top', 'Food', 'Person', 'Food']",how chevy owner say hi to each other,1,5
3615,5891,79168.png,0,immigrant problem problem fixed,"immigrant problem
REFUGEES
WELCOME
社員
problem fixed
","['Landmark', 'Architecture', 'Property', 'Text', 'Building', 'Wall', 'Font', 'Facade', 'Brick', 'Brickwork']","['Window', 'Window', 'Building', 'Building']",immigrant problem refugee welcome problem fixed,1,5
3616,5892,81947.png,0,symbol of stupidity,"symbol of stupidity
","['Photo caption', 'Event', 'Explosion', 'World', 'Team']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Pants']",symbol of stupidity,1,5
3617,5894,83760.png,0,you can tell that it's aspen tree because of the way it is,"Vou can tell that it's aspen tree
because of the way it is
","['People in nature', 'Yellow', 'Tree', 'Plant', 'Woody plant', 'Adaptation', 'Spring', 'Autumn', 'Photo caption']","['Hat', 'Person', 'Outerwear', 'Jacket', 'Sunglasses']",vou can tell that it is aspen tree because of the way it is,0,5
3618,5895,39528.png,1,dishwasher: *not working* me: *hits it too get it too work* everyone else at my wife's funeral:,"dishwasher: 'not working
me: 'hits it too get it too work
everyone else at my wife's funeral:
","['Forehead', 'Facial expression', 'Chin', 'Text', 'Nose', 'Photo caption', 'Human', 'Cheek', 'Moustache', 'Internet meme']",['Person'],dishwasher not working me h it it too get it too work everyone else at my wife s funeral,1,1
3619,5896,79328.png,0,"sorry, trump... i just prefer presidents who weren't captured by putin!","sorry, trump..
i just prefer presidents who weren't captured by putin!
","['Facial expression', 'Smile', 'Photography', 'Laugh']","['Person', 'Outerwear', 'Shirt']",sorry trump i just prefer president who were not captured by putin,1,5
3620,5897,10459.png,0,i'm not racist i hate white liberals more than anybody,"i'm not racistihate white
liberals more than anybody
","['Marine biology', 'Organism', 'Water', 'Fish', 'Fish', 'Underwater', 'Adaptation', 'Coral reef fish', 'Coral reef', 'Ocean']","['Fish', 'Fish', 'Fish', 'Fish', 'Fish', 'Fish', 'Fish', 'Fish', 'Fish', 'Fish']",i am not racist i hate white liberal more than anybody,1,3
3621,5898,67354.png,0,saved up for a new macbook bought an equivalent pc and a car instead,"saved up for a new
macbook
bought an equivalent
pc and a car instead
","['Photo caption', 'Child', 'Toddler', 'Happy', 'Photography', 'Adaptation', 'Play']","['Clothing', 'Person']",saved up for a new mac book bought an equivalent pc and a car instead,1,5
3622,5899,10458.png,0,i love my precious they will always me mine,"i love my precious
they will always me mine
","['Photo caption', 'Font', 'Adaptation', 'Internet meme']","['Person', 'Hat', 'Scarf']",i love my precious they will always me mine,1,1
3623,5901,12356.png,0,the guy that wrote this sign wants $15.00 an hour,"the guy that wrote this sign
AN
TO
wants $15.00 an hour
","['Yellow', 'Pedestrian']","['Person', 'Pants']",the guy that wrote this sign an to want an hour,0,5
3624,5902,84361.png,0,the brits gave up their guns and now their gov't can jail them for not having a television license,"the brits gave up their guns
and now their gov't can jail them
for not having a television license
","['Adaptation', 'Photo caption', 'Plant', 'Organism', 'Tree', 'Headgear', 'Event', 'Hat', 'Flower', 'Perennial plant']","['Tie', 'Hat', 'Person', 'Person', 'Houseplant', 'Clothing', 'Person', 'Outerwear', 'Glasses']",the brit gave up their gun and now their gov t can jail them for not having a television license,1,4
3625,5903,74801.png,1,you're gay? that's a lifestyle choice.. ...by which i mean i hate you for being gay,"you're gay?
that's a lifestyle choice.
by which i meani hate you
for being gay
","['Face', 'Nose', 'Skin', 'Photo caption', 'Head', 'Chin', 'Forehead', 'Cheek', 'Internet meme', 'Human']","['Wine glass', 'Person', 'Top', 'Drink']",you are gay that is a lifestyle choice by which i mean i hate you for being gay,0,1
3626,5904,76495.png,1,"it's not a hijab it's a diaper, for peoples with shit for brains","it's not a hijab it's a diaper,
for peoples with shit for brains
","['Turban', 'Headgear', 'Dastar', 'Photo caption', 'Adaptation']","['Person', 'Hat', 'Clothing']",it ha not a hijab it ha a diaper for people with shit for brain,1,2
3627,5906,08126.png,0,kenyan shit,"kenyan
shit
","['Rock', 'Human', 'Outerwear', 'Font', 'Neck', 'Suit']","['Person', 'Shirt', 'Clothing', 'Food']",kenyan shit,1,3
3628,5907,74218.png,1,grab her by the.. nevermind,"grab her by the.
nevermind
","['Long hair', 'Brown hair', 'Photo caption', 'Smile']","['Person', 'Person', 'Necklace', 'Dress', 'Necklace']",grab her by the never mind,1,1
3629,5909,02647.png,0,notice how the kenyan skidmark has been silent about the mueller report?,"notice how the
kenyan skidmark
has been silent about
the mueller report?
","['Facial expression', 'People', 'Photo caption', 'Internet meme', 'Font', 'Photography', 'Media', 'Adaptation', 'Smile', 'Job']","['Tie', 'Person', 'Glasses', 'Person', 'Person', 'Glasses']",notice how the kenyan skid mark ha been silent about the mueller report,0,4
3630,5910,03172.png,0,im white trash and im in trouble,"im white trash and im in trouble
","['Soil', 'Waste', 'Asphalt']",['Shoe'],i am white trash and i am in trouble,1,3
3631,5911,06948.png,0,you mean i don't have to pick it and i can eat it?!,"you mean idon't have to pick it
and i can eat it?!
","['Fruit', 'Plant', 'Natural foods', 'Fruit tree', 'Child', 'Berry', 'Apple', 'Food', 'Flower', 'Local food']","['Hat', 'Person', 'Person', 'Overall', 'Top']",you mean i do n t have to pick it and i can eat it,0,5
3632,5915,81529.png,0,happy pride month let's go beat up lesbians,"happy pride month
let's go beat up lesbians
","['Sky', 'Flag']","['Flag', 'Flag', 'Flag', 'Flag']",happy pride month let u go beat up lesbian,1,1
3633,5917,13590.png,1,q: what's the difference between harry potter and jewish people? a: harry potter eventually escape the chamber,"q: what's the difference between
harry potter and jewish people?
a: harry potter eventually escape the chamber
","['Text', 'Font', 'Photo caption', 'Photography', 'Child', 'Brand']","['Glasses', 'Person', 'Outerwear', 'Person', 'Pants', 'Person', 'Outerwear', 'Pants']",q what ha the difference between harry potter and jewish people a harry potter eventually escape the chamber,1,3
3634,5918,76108.png,0,god : *creates women* humans : *creates dishwashers* god :,"god: ""creates women
humans : ""creates dishwashers
god:
","['Cloud', 'Sky', 'Cumulus', 'Text', 'Daytime', 'Atmosphere', 'Organism', 'Font', 'Meteorological phenomenon', 'Geological phenomenon']",[],god creates woman human creates dishwasher god,1,1
3635,5920,85307.png,1,white people know thyself,"white people
know thyself
","['Facial expression', 'Photo caption', 'Snout', 'Primate', 'Adaptation', 'Organism', 'Human', 'Font', 'Photography', 'Terrestrial animal']",[],white people know thyself,0,3
3636,5921,73516.png,1,when the jews genocide you so hard for 50 years that your population triples,"when the jews
genocide you so hard
for 50 years that your
population triples
","['Finger', 'Hand', 'Thumb', 'Gesture']","['Glove', 'Person']",when the jew genocide you so hard for year that your population triple,1,3
3637,5922,04718.png,0,isis you mean them goat fuckers that don't like bacon,"isis
you mean them goat fuckers
that don't like bacon
","['Photo caption', 'Internet meme', 'Forehead', 'Spokesperson', 'Media', 'Pleased', 'Fictional character']","['Tie', 'Person']",is is you mean them goat fucker that do not like bacon,1,3
3638,5923,06597.png,0,we're all here cause we ain't all there,"we're all here
cause we
ain't all there
","['Face', 'Skin', 'Facial expression', 'Chin', 'Head', 'Cheek', 'Nose', 'Jaw', 'Text', 'Forehead']","['Person', 'Clothing']",we are all here because we are not all there,1,5
3639,5924,73518.png,1,"north korean operatives infiltrating the ""storm area 51"" group: how do you do, fellow american pigs","PALE
north korean operatives
infiltrating the ""storm
area 51"" group.
IS
POLIS
CID
how do you do, fellow american pigs
","['Personal protective equipment', 'Team', 'Swat', 'Photo caption', 'Security', 'Font', 'Uniform', 'Police officer', 'Official', 'Police']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Hat', 'Pants', 'Pants', 'Pants']",north korean operative infiltrating the storm area group how do you do fellow american pig,1,4
3640,5927,37560.png,0,will someone call chuck norris and tell him to please come and get his cat?,"will someone call chuck norris
and tell him to please
come and get his cat?
","['Photo caption', 'Cat', 'Facial expression', 'Felidae', 'Small to medium-sized cats', 'Whiskers', 'Internet meme', 'Paw', 'Font', 'Photography']",['Cat'],will someone call chuck norris and tell him to please come and get his cat,1,5
3641,5928,17093.png,0,when you don't have a pool but it is a hot summer day,"when you don't
have a pool
but it is a hot summer day
","['Motor vehicle', 'Vehicle', 'Car', 'Mode of transport', 'Automotive exterior', 'Photo caption', 'Family car']","['Wheel', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Clothing', 'Car']",when you do not have a pool but it is a hot summer day,1,5
3642,5929,35607.png,0,sends 6 million to heaven knows jews are god's chosen people,"sends 6 million to heaven
knows jews are god's chosen people
AM
","['Human', 'Wrinkle', 'Finger', 'Photo caption', 'Hand', 'Gesture', 'Elder', 'Thumb', 'Smile']","['Person', 'Clothing', 'Glasses']",sends million to heaven know jew are god s chosen people am,1,2
3643,5930,72850.png,0,the horrors of the holocaust three u.s. soldiers look at bodies stuffed into an oven in a crematorium,"the horrors of the holocaust three u.s. soldiers look at bodies
stuffed into an oven in a crematorium
","['Photo caption', 'Hearth']","['Footwear', 'Footwear', 'Footwear', 'Person', 'Person', 'Person', 'Footwear', 'Boot', 'Clothing', 'Furniture']",the horror of the holocaust three u s soldier look at body stuffed into an oven in a crematorium,0,4
3644,5932,08234.png,1,"a world leader, a supermodel, a mass murderer, a tranny, satan's daughter, and a peanut farmer walk into a funeral......","a world leader, a supermodel, a mass murderer,
a tranny, satan's daughter, and a peanut farmer walk into a
funeral.
","['People', 'Event', 'Suit', 'Photo caption', 'Audience', 'Choir', 'Crowd', 'Government', 'Formal wear', 'Official']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person']",a world leader a supermodel a mass murderer a tran ny satan s daughter and a peanut farmer walk into a funeral,1,5
3645,5934,69873.png,0,i only wear silk panties cotton ones remind me of slavery,"i only wear silk panties
cotton ones remind me of slavery
","['Music artist', 'Performance', 'Fashion', 'Event', 'Singer', 'Singing', 'Jheri curl', 'Album cover', 'Song', 'Photo caption']","['Necklace', 'Person', 'Hat']",i only wear silk panty cotton one remind me of slavery,1,3
3646,5935,17932.png,1,when mohamed puts it inside,"when mohamed puts itinside
","['Goats', 'Vertebrate', 'Goat', 'Mammal', 'Facial expression', 'Sheep', 'Cow-goat family', 'Livestock', 'Snout', 'Photo caption']","['Goat', 'Sunglasses']",when mohamed put it inside,1,2
3647,5940,16502.png,0,admins be like this my group,"admins be like
this my group
","['Child', 'Face', 'Facial expression', 'Baby making funny faces', 'Nose', 'Photo caption', 'Head', 'Text', 'Smile', 'Chin']",['Person'],admins be like this my group,1,5
3648,5941,71586.png,0,oh look. this thread again,"$8 oh look.
this thread again:
","['Organism', 'Font', 'Pattern', 'Circle', 'Visual arts', 'Art', 'Fashion accessory', 'Colorfulness']",[],oh look this thread again,0,5
3649,5942,41523.png,0,"for the love of god skip rocks, don't smoke them","for the love of god
skip rocks,
don't smoke them
","['Water resources', 'Photo caption', 'Wilderness', 'Font', 'Recreational fishing', 'Adaptation', 'River', 'Fishing', 'State park', 'Recreation']","['Person', 'Sun hat', 'Person', 'Top', 'Pants']",for the love of god skip rock do not smoke them,0,5
3650,5943,72834.png,0,we can kill as many as we want and your stupid government keeps bringing us in,"We can killas manyas we want and your stupid govermment
keeps bringing us in
***
","['Moustache', 'Facial hair', 'Headgear', 'Finger', 'Stock photography', 'Gesture', 'Tradition', 'Smile', 'Thumb', 'Beard']","['Necklace', 'Hat', 'Person', 'Person']",we can kill a many a we want and your stupid g over mme nt keep bringing u in,1,5
3651,5944,72305.png,0,"when you really love someone, age, distance, height weight, well it's just a damn number","when you really love someone,
age, distance, height weight,
well it's just a damn number
","['Photo caption', 'Friendship', 'Photography', 'Font', 'Internet meme', 'Adaptation', 'Smile', 'Happy', 'Love']","['Person', 'Bracelet', 'Person', 'Glasses', 'Bracelet']",when you really love someone age distance height weight well it is just a damn number,0,5
3652,5945,01962.png,0,i put makeup for my profile photo,"i put makeup for
my profile photo
","['Orangutan', 'Common chimpanzee', 'Photo caption', 'Human', 'Primate', 'Adaptation', 'Mouth', 'Organism', 'Internet meme', 'Friendship']",[],i put makeup for my profile photo,1,5
3653,5947,75231.png,1,sea monkeys,"sea monkeys
","['Friendship', 'Fun', 'Adaptation', 'Water', 'Smile', 'Organism', 'Happy', 'Human', 'Photo caption', 'Photography']",['Person'],sea monkey,1,3
3654,5948,34219.png,0,when you're 2% of the population but 40% of all pedophiles,"when you're 2% of the population
but 40% of all pedophiles
","['Wrist', 'Arm', 'Hand', 'Joint', 'Photo caption', 'Finger', 'Elbow', 'Muscle', 'Font', 'Photography']","['Belt', 'Bracelet', 'Person']",when you are of the population but of all ped o phi le,1,5
3655,5949,74361.png,1,when the bell goes off on the first day of school and the autistic kid thinks it's the hunger games,"when the bell goes off on the first day
of school and the autistie kii thinks if's
the hnger gamesS
","['Cat', 'Small to medium-sized cats', 'Felidae', 'European shorthair', 'Carnivore', 'Tabby cat', 'Domestic short-haired cat', 'Tail', 'Kitten', 'Photo caption']","['Cat', 'Cat']",when the bell go off on the first day of school and the aut is tie ki i think if s the hn ger game s,1,5
3656,5950,68213.png,0,victoria police introduces a new weapon to fight apex gang,"victoria police introduces a new
weapon
to fight apex gang
","['Banana', 'Eyewear', 'Banana family', 'Photo caption', 'Mouth', 'Junk food', 'Finger', 'Hand', 'Glasses', 'Plant']","['Sunglasses', 'Person']",victoria police introduces a new weapon to fight apex gang,1,5
3657,5952,35647.png,0,"we're just here to post shit we find funny please know that if that offends you, we find that shit funny also","we're just here to post
shit we find funny
please know that if that offends
you, we find that shit funny also
","['Photo caption', 'Photography', 'Internet meme', 'Media', 'Advertising']","['Bowtie', 'Glasses', 'Person']",we are just here to post shit we find funny please know that if that offends you we find that shit funny also,1,5
3658,5953,85920.png,1,u want some fuk hey dear i love u show me ur pussy u are beauty,"u want some fuk
hey dear i love u
show me ur pussy u are beauty
","['Photo caption', 'Font', 'Romance', 'Adaptation', 'Event', 'Love', 'Smile']","['Necklace', 'Person', 'Hat', 'Person', 'Earrings', 'Person']",you want some fuk hey dear i love you show me ur pussy you are beauty,0,4
3659,5955,02153.png,0,when you're arguing with someone and trying notto hit them,"when you're arguing with someone
KERMIT THE FROG
HOLLYWOOD WALK OF F
hesi Te
Hermit The
the eies of the pla t
ellyd
HOLLYWOOD CHAN
and trying notto-hit them
","['Organism', 'Adaptation', 'Toy', 'Amphibian', 'Photo caption', 'Tree frog']",['Packaged goods'],when you are arguing with someone kermit the frog hollywood walk off he site hermit the the eies of the plat ell yd hollywood chan and trying not to hit them,1,5
3660,5958,70362.png,0,master chef with low rating master chef with high rating '',"masterchef with lowrating
master chef with high rating""
","['Cooking', 'Cook', 'Cuisine', 'Food', 'Photo caption', 'Dish']","['Person', 'Person', 'Person', 'Tableware', 'Top', 'Clothing', 'Tableware', 'Outerwear']",master chef with low rating master chef with high rating,0,5
3661,5959,80539.png,0,bruce jenner's puppy,"bruce jenner's uppy
","['Dog', 'Mammal', 'Vertebrate', 'Dog breed', 'Canidae', 'Beagle', 'Puppy', 'Carnivore', 'Beaglier', 'Companion dog']","['Dog', 'Toy']",bruce jenner s up py,0,5
3662,5960,79853.png,0,the new democratic flag,"the new
democratic flag.
","['Face', 'Child', 'Facial expression', 'Head', 'Nose', 'Baby', 'Lip', 'Mouth', 'Smile', 'Gesture']",['Person'],the new democratic flag,1,5
3663,5962,71942.png,1,stepped on a landmine didn't weigh enough,"stepped on a landmine
0000
20000
didn'tweigh enough
00
","['Facial expression', 'Photo caption', 'Smile', 'Child', 'Adaptation', 'Happy', 'Finger', 'Photography', 'Thumb', 'Gesture']","['Person', 'Dress', 'Person']",stepped on a landmine did n t weigh enough,0,3
3664,5965,03128.png,1,lazy day nothing to steal,"lazy day
nothing to steal
","['People', 'Tribe', 'Adaptation', 'Human', 'Tree', 'Adventure game', 'Child', 'Plant', 'Photo caption', 'Smile']","['Person', 'Clothing']",lazy day nothing to steal,1,3
3665,5966,36120.png,0,so you're telling me... you smoke a plant that makes you hungry for fun?,"so you're telling me.
you smoke a plant that makes you hungry for fun?
","['Child', 'Learning', 'Toddler', 'Photography', 'Conversation', 'Electronic device', 'Photo caption', 'Sharing', 'Play']","['Glasses', 'Person', 'Person', 'Person', 'Table top', 'Top']",so you are telling me you smoke a plant that make you hungry for fun,1,5
3666,5967,86145.png,0,"what if i told you my ancestors came here after 500,000 soldiers died to end slavery and i'm not paying one damn red cent","whatif i told you
my ancestors came here after 500,000 soldiers died to end slavery
and i'm not paying one damn red cent
","['Eyewear', 'Sunglasses', 'Hair', 'Face', 'Chin', 'Facial hair', 'Glasses', 'Forehead', 'Vision care', 'Cool']","['Sunglasses', 'Person', 'Person', 'Person']",what if i told you my ancestor came here after soldier died to end slavery and i am not paying one damn red cent,0,5
3667,5968,73496.png,0,i asked for oranges not a melon!,"i'asked for oranges
not a melon!
","['Medical imaging', 'Still life photography', 'Black-and-white', 'Monochrome photography', 'Stock photography', 'Photography', 'Monochrome', 'Organism', 'X-ray', 'Style']","['Person', 'Food', 'Clothing']",i asked for orange not a melon,1,5
3668,5969,86293.png,0,"whatcha thinking about? wind speed and direction, humidity, distance, drop rate","whatcha thinking about?
wind speed and direction.
humidity, distance, drop rate
","['Text', 'Tree', 'Adaptation', 'Photo caption', 'Font', 'Photography', 'Organism', 'Grass', 'Landscape', 'Plant']","['Person', 'Animal', 'Pants', 'Footwear']",what cha thinking about wind speed and direction humidity distance drop rate,1,5
3669,5973,72160.png,0,"i'm not an asshole, i'm a hemorrhoid i irritate assholes","i'm not an
asshole, i'ma hemorrhoid
i-irritate-aşsholes.
","['Suit', 'Formal wear', 'Tuxedo', 'Photo caption', 'Event']",['Person'],i am not an a hole i m a hem or rho id i irritate a hole,1,5
3670,5975,39625.png,1,we said we would never forget why are you voting them into our government?,"we said we would never forget
why are you voting
them into our government?
","['Metropolitan area', 'Landmark', 'Metropolis', 'Skyscraper', 'City', 'Cityscape', 'Human settlement', 'Skyline', 'Tower block', 'Morning']",['Building'],we said we would never forget why are you voting them into our government,0,2
3671,5977,01349.png,1,girl you're so special i'm gonna give you a gold star,"girl you're so special
I'm gonna give you a gold star
","['Photograph', 'Hairstyle', 'Photo caption', 'Photography', 'Stock photography', 'Smile', 'Black-and-white', 'Child']","['Person', 'Person', 'Clothing', 'Footwear']",girl you are so special i am going to give you a gold star,1,5
3672,5978,03962.png,0,where's my water?,"where's my
water?
","['Facial expression', 'Text', 'Forehead', 'Bored', 'Photo caption', 'Worried', 'Photography', 'Neck', 'Happy', 'Ear']","['Person', 'Tableware', 'Table top']",where is my water,0,5
3673,5979,67048.png,0,now at home depot check out the new kenyan fly strip,"now at home depot
check out the new kenyan fly strip
",[],['Lighting'],now at home depot check out the new kenyan fly strip,0,4
3674,5981,45320.png,0,do you see him? i don't see him,"do you see hinm?
i don't see him
","['Text', 'Organism', 'Abaya', 'Photography', 'Photo caption']","['Person', 'Person', 'Luggage & bags', 'Handbag', 'Houseplant', 'Clothing', 'Luggage & bags']",do you see hin m i do not see him,0,2
3675,5983,65904.png,1,what do you do? i am a model. i do modelling on instagram what do you do? i am a soldier i kill women and minorities,"what do you do?
iamamodelido
modeling oninstayram
what do you do?
iam a soldier
i kill women
and minorities
","['Poster', 'Text', 'Comics', 'Fictional character', 'Sleeve']","['Person', 'Outerwear', 'Person', 'Hat']",what do you do i am a model i do mode ling on in stay ram what do you do i am a soldier i kill woman and minority,1,1
3676,5984,05612.png,0,of all time the most underrated cook,"of all time the most underrated cook
","['Cook', 'Chef', 'Smile', 'Waiting staff', 'Room', 'Photography', 'Job', 'Happy', 'Restaurant']","['Hat', 'Person']",of all time the most underrated cook,1,5
3677,5985,17294.png,0,see? i fuckin told you! a little foil on top keeps them juicy,"see? i fuckin told you!
a little foil on top keeps.
them juicy
","['Photo caption', 'Photography', 'Auto mechanic']","['Person', 'Person', 'Person', 'Person', 'Person']",see i fuck in told you a little foil on top keep them juicy,1,5
3678,5987,03947.png,1,no one: steven hawking:,"no one:
steven hawking:
","['Office chair', 'Chair', 'Furniture', 'Leather', 'Material property', 'Armrest', 'Plastic']",['Chair'],no one steven hawking,1,5
3679,5989,38105.png,0,soon i'll be nothing but a horrible memory!!!!,"Soon i'll be nothing but
a horrible memory!!!!
","['Forehead', 'Official', 'Photo caption', 'Businessperson', 'Photography', 'White-collar worker', 'Suit', 'Smile', 'Spokesperson', 'Job']","['Tie', 'Person', 'Shirt']",soon i will be nothing but a horrible memory,0,5
3680,5990,37681.png,1,"benjamin mileikowski your homeland is poland it is not in palestine! did you know that more than half of israel population is comprised of people who are of ""polish and ""russian"" descent ?","benjamin mileikowski
your homeland is poland it is not in palestine!
did you know
that more than hali of israel population
is comprised of people who are of
""polish and ""russian"" descent ?
00
","['Forehead', 'Text', 'Head', 'Chin', 'Photo caption', 'Nose', 'Internet meme', 'Human', 'Mouth', 'Jaw']",['Person'],benjamin mile ikow ski your homeland is poland it is not in palestine did you know that more than hal i of israel population is comprised of people who are of polish and russian descent,0,4
3681,5991,43207.png,1,control the narrative still think all them shootings are done by black people. they are playing chess not checkers,"Control the narrative
still think all them shootings are done by black
people. they are playing chess not checkers
","['Photo caption', 'Font', 'Arm', 'T-shirt', 'Photography', 'Personal protective equipment', 'Sleeve']","['Belt', 'Person', 'Person', 'Person', 'Outerwear', 'Pants', 'Hat', 'Top', 'Belt', 'Pants']",control the narrative still think all them shooting are done by black people they are playing chess not checker,0,3
3682,5992,70125.png,0,eat me!,"eat me!
","['Domestic pig', 'Suidae', 'Snout', 'Nose', 'Livestock', 'Photo caption', ""Pig's ear"", 'Fawn']","['Pig', 'Pig', 'Pig', 'Animal', 'Pig']",eat me,1,5
3683,5994,12059.png,1,the only kkk to ever let black men in,"the only kkk
to éver let
black men in
","['Photo caption', 'Friendship', 'Fun', 'Photography', 'Event', 'Internet meme', 'Font', 'Photobombing', 'Party', 'Media']","['Dress', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person']",the only k kkt over let black men in,1,3
3684,5995,42173.png,0,when you think god is done sending fuck boys into your life another one,"when you think god is done
sending fuck boys into your life
another one.
","['Facial hair', 'Beard', 'Moustache', 'Photo caption', 'Forehead', 'Smile', 'Font', 'Photography']","['Person', 'Person', 'Person', 'Person', 'Person', 'Clothing', 'Hat']",when you think god is done sending fuck boy into your life another one,1,5
3685,6000,40512.png,1,life hack: your dishwasher can also wash your car,"life hack:
your dishwasher
can also
wash your car
","['Car', 'Vehicle', 'Luxury vehicle', 'Photo caption', 'Hand', 'Muscle', 'Photography']","['Brassiere', 'Person', 'Person', 'Car']",life hack your dishwasher can also wash your car,1,1
3686,6001,41638.png,0,one of my 5 boyfriends slept with another girl. i'll never trust men again!,"one of my 5 boyfriends slept with
another girl.
Ml never trust men
ayain!
","['Text', 'Font', 'Skin', 'Shoulder', 'Photo caption', 'Joint', 'Photography', 'Neck', 'Happy']","['Person', 'Top', 'Person']",one of my boyfriend slept with another girl ml never trust men ayain,1,1
3687,6004,76419.png,0,white family at the river,"white family
at the river
","['Vehicle', 'Motor vehicle', 'Car', 'Mode of transport', 'Automotive exterior']","['Wheel', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Car']",white family at the river,0,3
3688,6005,67481.png,1,"keep yelling, motherfuckers allah be with you shortly","keep yelling, mothertuckers
allah be with you shortly
","['Soldier', 'Gun', 'Airsoft', 'Military', 'Army', 'Shooting', 'Airsoft gun', 'Skirmish', 'Infantry', 'Games']","['Person', 'Person', 'Hat', 'Person']",keep yelling mother tucker allah be with you shortly,1,2
3689,6006,36924.png,0,every one is afraid of this man,"every one is afraid of this man
","['Forehead', 'Chin', 'Portrait', 'Photography', 'Jaw', 'Black-and-white', 'Photo caption']",['Clothing'],every one is afraid of this man,0,3
3690,6007,09824.png,1,mfw the local tranny gets lynched,"mfw
the local tranny gets lynched
","['Mammal', 'Vertebrate', 'Dog', 'Dog breed', 'Canidae', 'Photo caption', 'Snout', 'Carnivore', 'Companion dog', 'Photography']",['Dog'],mfw the local tran ny get lynched,1,5
3691,6008,65704.png,0,when you find out there's an opening for the role of chewbacca,"when you find out
there's an opening for
the role of chewbacca
","['Text', 'Tree', 'Adaptation', 'Font', 'Organism', 'Photo caption', 'Human', 'Photography', 'Forest', 'Plant']",['Animal'],when you find out there is an opening for the role of chew b acc a,1,5
3692,6010,69312.png,0,"just like everything else in his life he's inherited, trump inherited a strong economy from obama and took credit for it","just like everything else in his life he's inherited,
trump inherited a strong economy from obama and took credit for it.
","['Photo caption', 'Photography', 'Public speaking', 'Official', 'Spokesperson', 'Businessperson', 'Job']","['Tie', 'Person', 'Person']",just like everything else in his life he is inherited trump inherited a strong economy from obama and took credit for it,0,5
3693,6012,01579.png,1,"muslim figure: ""we must have pork-free menus or we will leave u.s"" bacon america great again!","muslim figure: ""we must have
pork-free menus or we will leave
u.s""
bàcon america great again!
","['People', 'Photo caption', 'Headgear', 'Dastar', 'Event', 'Turban']","['Person', 'Person', 'Person', 'Person', 'Backpack', 'Glasses', 'Person', 'Luggage & bags', 'Person', 'Person']",muslim figure we must have pork free menu or we will leave u s bc on america great again,1,2
3694,6013,12750.png,0,hope you had fun investigating me now it's my turn,"hope you had fun investigating me
now it's my turn
","['Forehead', 'Photo caption', 'Businessperson', 'Official', 'Photography', 'Spokesperson', 'Media', 'Tie', 'White-collar worker', 'Suit']","['Tie', 'Person', 'Shirt']",hope you had fun investigating me now it ha my turn,1,5
